CALUMNO,CICLO_ACTUAL,DMODALIDADINGRESO,DBECA_ESTADO,NACIMIENTO_CDEPARTAMENTO,FLAG_SITUACIONLAB,DCAT_PAGO,PDESCUENTO_MAT,MONTO_MAT,MONTO_CUOTA,NCUMOROSO_PERIODO,MONTO_CUMOROSO3,RECORDSEGMENTO,NCURSO_RETIRADO_ACUM,NCURSO_DESAPROBADO,NCURSO_MATRICULA_ACUM,NPROMEDIO_ACUM,NFALTAS,COLEGIO_ESCALA,COLEGIO_PENSION,EE_TIPO,MONTO_DEUDA_ALCIERRE,RIESGO_INASISTENCIA,PDESCUENTO_CUOTA,PREDICHO
1329631,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,,0,0,0,0.0,, ,,Otros,,SIN RIESGO,100.0,98.36231217913121
1250923,6,Regular,,15.0,SI,CATEGORIA A,100.0,295.0,1454.0,0,,TERCIO SUPERIOR,3,0,32,14.75,245.0,A,0.0,Estatal,,SIN RIESGO,100.0,99.93509300048545
1329655,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,6,13.2,42.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329681,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,1,0,5,14.0,21.0, ,,Otros,,SIN RIESGO,100.0,99.99139783745402
1329618,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,1,0,5,14.75,37.0, ,,Otros,,RIESGO ALTO,100.0,99.97981955848283
1205194,7,Center For American Educ,,,SI,CATEGORIA K,0.0,100.0,1626.0,0,,QUINTO SUPERIOR,2,0,44,17.2,93.0,D,1135.0,Particular,,SIN RIESGO,100.0,99.10816512416098
1351415,0,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1533.0,0,,TERCIO SUPERIOR,1,0,11,15.0,272.0,A,324.0,Pre Universitario,,RIESGO ALTO,100.0,100.0
1329625,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,1,0,5,14.5,63.0, ,,Otros,,RIESGO POTENCIAL,100.0,99.98229114290532
1253600,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,12,0.0,295.0,A,80.0,Particular Cooperativo,,SIN RIESGO,100.0,99.6182393552767
1329677,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,4,14.75,41.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1362121,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,0,3,14.6,16.0, ,,Otros,,SIN RIESGO,100.0,100.0
1362155,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA SUPERIOR,0,0,3,15.33,22.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1224267,9,Exonerado,,,SI,CATEGORIA A,100.0,295.0,1454.0,0,,MEDIA INFERIOR,1,0,48,11.0,390.0,A,,Particular,,RIESGO ALTO,100.0,99.9851639489112
1362220,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,QUINTO SUPERIOR,0,0,4,16.5,36.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1362202,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,TERCIO SUPERIOR,0,0,5,16.0,27.0, ,,Otros,,SIN RIESGO,100.0,100.0
1294166,4,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,20,18.0,3.0,A,160.0,Parroquial,,SIN RIESGO,100.0,100.0
1362154,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,TERCIO SUPERIOR,0,0,5,15.84,50.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1362146,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,4,4,0.0,113.0, ,,Particular,,RIESGO POTENCIAL,100.0,99.91886378283178
942973,6,Exonerado,,,SI,CATEGORIA D,100.0,295.0,2196.0,0,,MEDIA INFERIOR,9,0,65,12.8,1282.0,E,1752.0,Particular Laico,,RIESGO POTENCIAL,100.0,100.0
1294047,1,Regular,,15.0,NO,CATEGORIA A,100.0,295.0,1454.0,0,,,5,0,26,0.0,320.0,A,240.0,Particular,4362.0,RIESGO POTENCIAL,100.0,100.0
1294710,4,Tercio Superior,,15.0,SI,CATEGORIA A,100.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,24,17.4,100.0,A,125.0,Estatal,,SIN RIESGO,100.0,100.0
1242558,7,Tercio Superior,,,SI,CATEGORIA B,0.0,295.0,1822.0,0,1909.52,,0,0,43,0.0,67.0,B,600.0,Particular Laico,,SIN RIESGO,100.0,99.69421993129873
1362211,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,1,4,8.75,64.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1236112,3,Exonerado,,20.0,SI,CATEGORIA A,100.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,10,12.67,222.0,A,,Particular,1421.0,RIESGO POTENCIAL,100.0,99.8721775611339
1193761,3,Tercio Superior,,15.0,NO,CATEGORIA D,100.0,295.0,2567.0,0,,,0,0,15,0.0,364.0,D,1350.0,Particular Laico,,SIN RIESGO,100.0,100.0
1295317,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,2,0,10,15.73,84.0, ,,Otros,,RIESGO ALTO,100.0,99.88011303572388
1240667,4,Sistema de Progresión Universitaria,,15.0,NO,CATEGORIA B,100.0,295.0,1679.0,0,,QUINTO SUPERIOR,0,0,20,17.5,53.0,B,850.0,Particular Laico,,SIN RIESGO,100.0,100.0
1195497,7,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,1,0,32,0.0,74.0,A,330.0,Parroquial,,SIN RIESGO,100.0,100.0
1362191,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,1,4,9.25,59.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1362178,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,QUINTO SUPERIOR,1,0,5,18.0,33.0, ,,Otros,,RIESGO ALTO,100.0,99.88625320678061
1242623,6,Exonerado,,15.0,SI,CATEGORIA B,100.0,295.0,1787.0,0,585.0,MEDIA INFERIOR,6,1,39,11.5,686.0,A,,Particular,,RIESGO POTENCIAL,100.0,99.99640712006918
1329699,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,0,0,5,16.5,19.0, ,,Otros,,SIN RIESGO,100.0,100.0
1324789,5,Exonerado,,,SI,CATEGORIA E,0.0,295.0,3173.0,0,2245.6,QUINTO SUPERIOR,0,0,26,18.5,64.0,E,1680.0,Particular Laico,,SIN RIESGO,100.0,100.0
945811,10,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,8,0,94,13.47,1131.0,B,350.0,Particular,,RIESGO ALTO,100.0,99.81698155408053
1249160,5,Rendimiento Superior,,0.0,SI,CATEGORIA A,100.0,295.0,1454.0,0,1440.0,MEDIA SUPERIOR,1,0,41,14.11,269.0,A,450.0,Particular Laico,1326.0,RIESGO ALTO,100.0,100.0
1303540,5,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1533.0,0,3136.0,MEDIA SUPERIOR,2,0,28,0.0,254.0,A,50.0,No Escolarizado,,SIN RIESGO,100.0,99.10589279795997
1362148,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,1,0,5,13.75,55.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1293635,3,Pre USIL,,,SI,CATEGORIA A,100.0,295.0,1454.0,0,1568.0,MEDIA INFERIOR,2,0,22,12.0,198.0,A,315.0,Particular Laico,,RIESGO ALTO,100.0,100.0
1176497,9,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,45,16.0,161.0,A,600.0,Particular Laico,,SIN RIESGO,100.0,99.94238055746902
1362189,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA SUPERIOR,1,0,5,15.5,54.0, ,,Otros,,RIESGO ALTO,100.0,99.99990028271
1361681,0,Regular,,15.0,SI,CATEGORIA A,100.0,295.0,1489.0,0,,MEDIA SUPERIOR,1,0,4,13.5,34.0,A,,Estatal,,RIESGO ALTO,100.0,100.0
1293194,2,Rendimiento Superior,,15.0,SI,CATEGORIA A,100.0,295.0,1454.0,0,,QUINTO SUPERIOR,3,0,18,14.0,138.0,A,330.0,Particular Laico,,RIESGO ALTO,100.0,100.0
940382,7,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,0,0,41,19.0,155.0,B,460.0,Particular Religioso,,SIN RIESGO,100.0,99.60160084451206
1249376,2,Sistema de Progresión Universitaria,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,19,18.0,18.0,A,190.0,Particular Laico,,SIN RIESGO,100.0,100.0
1329614,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,8,13.5,71.0, ,,Otros,,RIESGO ALTO,100.0,99.92485146573347
1329698,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,10,13.8,90.0, ,,Otros,,RIESGO ALTO,100.0,99.94641704585091
1293999,4,Regular,,,SI,CATEGORIA D,0.0,295.0,2229.0,0,,QUINTO SUPERIOR,0,0,21,18.0,27.0,D,1630.0,Particular,,SIN RIESGO,100.0,100.0
1362188,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,,0,0,0,0.0,, ,,Particular,,SIN RIESGO,100.0,98.48303217220035
1362205,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,2,5,9.6,104.0, ,,Particular,,RIESGO POTENCIAL,100.0,99.89537356349453
1198784,10,Tercio Superior,,15.0,SI,CATEGORIA B,0.0,295.0,1787.0,0,,QUINTO SUPERIOR,0,0,52,19.27,79.0,B,670.0,Particular Cooperativo,,SIN RIESGO,100.0,100.0
1228970,4,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1716.0,0,,QUINTO SUPERIOR,0,0,22,18.0,93.0,A,200.0,Parroquial,,SIN RIESGO,100.0,100.0
1362210,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,TERCIO SUPERIOR,0,0,4,16.0,28.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1241560,3,Regular,,15.0,SI,CATEGORIA A,100.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,20,17.0,81.0,A,125.0,Estatal,,SIN RIESGO,100.0,100.0
1329626,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,4,12.5,53.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1331021,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,1,0,4,16.0,39.0, ,,Otros,,RIESGO ALTO,100.0,99.98710947689095
1331025,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,6,12.7,29.0, ,,Otros,,SIN RIESGO,100.0,100.0
1288050,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,0,1,4,12.14,47.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1272850,4,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,0,0,20,17.4,42.0,A,200.0,Particular Laico,,SIN RIESGO,100.0,100.0
1329635,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,1,5,13.2,30.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329619,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,4,15.14,29.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329646,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,4,15.25,51.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1235434,5,Exonerado,,2.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,19,0.0,91.0,A,,Particular Laico,,SIN RIESGO,100.0,100.0
1362152,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,5,5,1.8,147.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1329613,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,1,0,5,13.75,71.0,A,,Particular Laico,,RIESGO ALTO,100.0,99.9682865944646
1329666,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,1,0,5,16.75,15.0, ,,Otros,,SIN RIESGO,100.0,99.98477215630498
1237710,2,Rendimiento Superior,,15.0,SI,CATEGORIA B,100.0,295.0,1548.0,0,1605.0,QUINTO SUPERIOR,1,0,13,16.67,109.0,A,385.0,Pre Universitario,,SIN RIESGO,100.0,99.9786215367664
1329656,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,0,0,4,16.83,20.0, ,,Otros,,SIN RIESGO,100.0,100.0
1223699,8,Rendimiento Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,2,0,50,15.0,216.0,B,980.0,Particular Laico,,SIN RIESGO,100.0,100.0
1235418,0,Center For American Educ,,13.0,SI,CATEGORIA J,100.0,100.0,1095.0,0,,MEDIA INFERIOR,1,0,7,14.0,35.0, ,,Particular,,SIN RIESGO,100.0,99.9266390450607
1362174,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA INFERIOR,0,0,5,13.8,14.0, ,,Otros,,SIN RIESGO,100.0,100.0
1324790,4,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1508.0,0,3292.8,,0,0,16,0.0,31.0,A,,Estatal,,SIN RIESGO,100.0,100.0
1295873,7,Traslado - Egresado,,15.0,SI,CATEGORIA E,100.0,295.0,2594.0,0,,MEDIA INFERIOR,4,0,25,12.0,235.0,A,,Particular,,SIN RIESGO,100.0,99.95294970532377
1192426,10,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,0,0,53,16.2,120.0,B,600.0,Particular Religioso,,RIESGO ALTO,100.0,100.0
1329660,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,4,15.33,14.0, ,,Otros,,SIN RIESGO,100.0,99.99594242365461
1329688,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.33,42.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1360675,3,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1698.0,0,,QUINTO SUPERIOR,0,0,17,16.4,26.0,B,900.0,Particular Religioso,,SIN RIESGO,100.0,99.38831308595199
1288205,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,1,0,4,14.2,46.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329632,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,4,15.0,36.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329615,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,4,14.25,40.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1288114,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,0,4,4,0.67,194.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1329659,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,4,15.0,23.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1288102,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,1,0,4,13.82,34.0, ,,Otros,,RIESGO ALTO,100.0,99.98308591758568
1329622,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,5,14.2,60.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1335036,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.0,53.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1335037,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,3,12.33,39.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1288116,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,0,0,4,12.5,37.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329645,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,1,5,13.0,56.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329610,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,TERCIO SUPERIOR,0,0,4,15.75,61.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1329674,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.0,56.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329658,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,0,0,4,16.25,24.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329676,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,1,3,11.67,7.0, ,,Particular,,SIN RIESGO,100.0,100.0
1329616,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,5,13.8,55.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1362141,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,TERCIO SUPERIOR,0,0,5,15.8,32.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329661,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,1,5,14.8,35.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1329662,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,TERCIO SUPERIOR,0,0,5,15.88,19.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329680,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,0,5,14.5,30.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329690,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,1,0,5,16.25,14.0, ,,Otros,,SIN RIESGO,100.0,99.98450077612446
1329687,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,TERCIO SUPERIOR,1,0,5,15.67,8.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329667,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,TERCIO SUPERIOR,0,0,5,15.8,5.0, ,,Otros,,SIN RIESGO,100.0,100.0
1241600,3,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,15,16.8,120.0,A,170.0,Parroquial,,RIESGO ALTO,100.0,100.0
1329695,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,0,0,5,16.86,8.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329651,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.4,6.0, ,,Otros,,SIN RIESGO,100.0,100.0
1350501,4,Rendimiento Superior,,15.0,NO,CATEGORIA A,100.0,295.0,1533.0,0,,QUINTO SUPERIOR,0,0,20,17.2,66.0,A,230.0,Particular,,SIN RIESGO,100.0,100.0
1329693,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.56,16.0, ,,Otros,,SIN RIESGO,100.0,99.99594242365461
1329657,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,0,0,5,16.4,8.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329689,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA SUPERIOR,0,0,5,15.6,6.0, ,,Otros,,SIN RIESGO,100.0,100.0
1329685,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,2,5,10.44,37.0, ,,Otros,,RIESGO ALTO,100.0,99.97594458274344
1305636,2,Regular,,15.0,NO,CATEGORIA D,0.0,295.0,2308.0,0,,QUINTO SUPERIOR,3,0,12,0.0,200.0,D,1380.0,Particular,,SIN RIESGO,100.0,100.0
1225773,9,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,2,0,53,18.0,485.0, ,,Particular,,SIN RIESGO,100.0,99.29212554859221
1294686,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,0,0,5,14.2,67.0, ,,Otros,,RIESGO POTENCIAL,100.0,99.8575249199509
1294658,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,1,1,5,14.2,48.0, ,,Otros,,RIESGO ALTO,100.0,99.98468176189053
1294715,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,4,17.25,37.0, ,,Otros,,RIESGO ALTO,100.0,99.91728907233212
1294717,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,5,16.43,43.0, ,,Otros,,RIESGO ALTO,100.0,99.92945197157036
1362122,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,QUINTO SUPERIOR,1,0,5,17.0,26.0, ,,Otros,,SIN RIESGO,100.0,99.97551918296914
1329634,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,QUINTO SUPERIOR,1,0,10,15.89,17.0, ,,Otros,,SIN RIESGO,100.0,99.91095410769945
1288119,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12600.0,0,,MEDIA INFERIOR,0,0,5,12.38,47.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1294683,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,4,16.29,22.0, ,,Otros,,SIN RIESGO,100.0,99.82402752779602
1294682,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA INFERIOR,0,0,5,13.6,33.0, ,,Otros,,RIESGO ALTO,100.0,99.97018489223046
1249213,3,Pre USIL,,15.0,SI,CATEGORIA A,100.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,20,11.8,73.0,A,0.0,Estatal,,SIN RIESGO,100.0,99.80515541263247
1294659,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,0,0,4,14.25,45.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1294644,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,TERCIO SUPERIOR,0,0,4,15.25,39.0, ,,Otros,,RIESGO ALTO,100.0,99.97034873171005
1241772,3,Pre USIL,,15.0,NO,CATEGORIA A,100.0,295.0,1383.0,0,,QUINTO SUPERIOR,2,0,18,16.75,54.0,A,25.0,Particular Laico,,SIN RIESGO,100.0,99.9120510532414
1362222,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,QUINTO SUPERIOR,0,0,4,16.25,17.0, ,,Otros,,SIN RIESGO,100.0,100.0
1276033,4,Tercio Superior,,15.0,SI,CATEGORIA D,0.0,295.0,2638.0,0,,QUINTO SUPERIOR,0,0,21,18.0,33.0,D,1500.0,Particular,,SIN RIESGO,100.0,100.0
1362126,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,MEDIA SUPERIOR,0,0,4,15.5,37.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1294680,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,4,16.25,10.0, ,,Otros,,SIN RIESGO,100.0,99.922746612023
1294687,1,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,5,18.2,26.0, ,,Otros,,SIN RIESGO,100.0,99.75969292329495
1181697,9,Exonerado,,15.0,SI,CATEGORIA E,0.0,295.0,2561.0,0,,MEDIA INFERIOR,6,3,59,6.0,1039.0,A,,Particular,295.0,RIESGO POTENCIAL,100.0,99.33409611888477
1362147,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12706.0,0,,QUINTO SUPERIOR,0,0,4,16.75,28.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1294651,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,0,0,3,14.0,23.0, ,,Otros,,RIESGO ALTO,100.0,100.0
1182454,1,Exonerado,,15.0,NO,CATEGORIA A,100.0,295.0,1421.0,0,,MEDIA INFERIOR,3,1,22,10.67,271.0,B,795.0,Particular Religioso,,RIESGO ALTO,100.0,99.84574132117187
1248589,8,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,TERCIO SUPERIOR,0,0,35,16.6,281.0,A,25.0,Particular Laico,,SIN RIESGO,100.0,99.95610193085808
1295295,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,1,0,5,16.0,40.0, ,,Otros,,RIESGO ALTO,100.0,99.91186953010019
1294692,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,5,16.21,38.0, ,,Otros,,RIESGO ALTO,100.0,99.89471089413279
1294647,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,MEDIA SUPERIOR,0,0,4,14.5,25.0, ,,Otros,,RIESGO ALTO,100.0,99.95384872713296
1329641,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12671.0,0,,MEDIA INFERIOR,0,3,6,0.4,175.0, ,,Otros,,RIESGO POTENCIAL,100.0,100.0
1294653,0,Convenios Internacionales,,,NO,CATEGORIA A,0.0,,12638.0,0,,QUINTO SUPERIOR,0,0,5,17.0,20.0, ,,Otros,,SIN RIESGO,100.0,99.83252544263739
